N_unmapped	14327060	14327060	14327060
N_multimapping	0	0	0
N_noFeature	2866548	10240672	3070949
N_ambiguous	510977	12999	241087
FBgn0031081	878	6	872
FBgn0052826	18	18	0
FBgn0031085	475	460	15
FBgn0062565	1	0	1
FBgn0031088	1	0	1
FBgn0041626	1	0	1
FBgn0040784	1	1	0
FBgn0031086	3	3	0
FBgn0031082	11	11	0
FBgn0031080	10	0	10
FBgn0052821	0	0	0
FBgn0053217	211	3	208
FBgn0052350	360	36	595
FBgn0024733	4287	111	4179
FBgn0040372	805	14	791
FBgn0000316	288	16	290
FBgn0024989	247	0	249
FBgn0040371	20	0	20
FBgn0029521	7	1	9
FBgn0004034	11	2	9
FBgn0000022	4	1	3
FBgn0004170	3	0	3
FBgn0002561	8	0	8
FBgn0000137	20	0	20
FBgn0029522	0	43	19
FBgn0052817	1	31	2
FBgn0029524	3	1	8
FBgn0023536	108	15	131
FBgn0023534	174	8	166
FBgn0023535	13	87	68
FBgn0023537	931	5	927
FBgn0029525	409	14	402
FBgn0029523	26	24	89
FBgn0010019	59	0	59
FBgn0011822	4	2	2
FBgn0052816	52	4	49
FBgn0040370	821	112	709
FBgn0040373	22	0	22
FBgn0000108	7764	205	7559
FBgn0025640	76	2	77
FBgn0025635	165	34	131
FBgn0001341	183	23	163
FBgn0003575	1039	18	1023
FBgn0025634	57	0	57
FBgn0025638	286	36	288
FBgn0040383	120	11	125
FBgn0040382	1107	9	1098
FBgn0027343	140	0	140
FBgn0025621	338	6	332
FBgn0029535	13	13	0
FBgn0026874	7	2	5
FBgn0025616	4	1	3
FBgn0015799	358	5	353
FBgn0025620	544	10	751
FBgn0015288	2923	6	2917
FBgn0029532	15	13	2
FBgn0029531	25	65	24
FBgn0025639	1441	25	1455
FBgn0002579	995	2	993
FBgn0026879	48	7	44
FBgn0029529	23	0	27
FBgn0025633	847	8	839
FBgn0040892	23	23	0
FBgn0040341	52	53	1
FBgn0029539	9	10	0
FBgn0040339	54	0	56
FBgn0052815	304	29	325
FBgn0040340	464	2	462
FBgn0040347	38	33	41
FBgn0042146	1	1	0
FBgn0029552	1	1	0
FBgn0040337	29	3	34
FBgn0040398	3103	4	3099
FBgn0040365	0	0	0
FBgn0040397	964	207	814
FBgn0026143	174	12	170
FBgn0040351	529	5	610
FBgn0040338	0	0	0
FBgn0040350	4	1	3
FBgn0040349	26	0	26
FBgn0040348	139	17	158
FBgn0040346	110	25	134
FBgn0040342	3	2	2
FBgn0040345	3	4	1
FBgn0040343	29	0	29
FBgn0052814	33	6	27
FBgn0040364	168	1	168
FBgn0040362	0	0	0
